index,ticker,tradeDate,expiration_date,call_volume,call_open_interest,strike_price,put_open_interest,put_volume,delta,Ticker,Trade_date,W_Close,W_High,W_Low,W_Open,W_Vol,W_Unadj_Cls,W_Unadj_Hig,W_Unadj_Low,W_Unadj_Open
174.0,AMZN,2020-05-06,2020-05-08,732.0,188.0,2355.0,67,197.0,0.49603202,AMZN,2020-05-06,117.56,117.87,116.0,116.47,62356004.0,2351.26,2357.45,2320.0,2329.44
199.0,AMZN,2020-05-13,2020-05-15,935.0,895.0,2385.0,528,1114.0,0.354140909,AMZN,2020-05-13,118.4,120.38,116.89,118.34,95658000.0,2367.92,2407.7,2337.8,2366.8
199.0,AMZN,2020-05-20,2020-05-22,3365.0,859.0,2480.0,567,3668.0,0.641104168,AMZN,2020-05-20,124.9,125.0,123.36,123.89,79962000.0,2497.94,2500.01,2467.27,2477.87
155.0,AMZN,2020-05-27,2020-05-29,844.0,57.0,2395.0,839,823.0,0.605953444,AMZN,2020-05-27,120.52,120.68,116.5,120.25,101138000.0,2410.39,2413.58,2330.0,2404.99
128.0,AMZN,2020-06-03,2020-06-05,2921.0,771.0,2480.0,192,695.0,0.540219052,AMZN,2020-06-03,123.92,124.4,123.06,123.4,53420000.0,2478.4,2488.0,2461.17,2468.01
163.0,AMZN,2020-06-10,2020-06-12,2614.0,526.0,2720.0,5,84.0,0.164490387,AMZN,2020-06-10,132.37,136.12,131.31,132.25,98920000.0,2647.45,2722.35,2626.26,2645.0
291.0,AMZN,2020-06-17,2020-06-19,1391.0,417.0,2655.0,8,372.0,0.390451581,AMZN,2020-06-17,132.05,132.75,131.59,132.38,59186000.0,2640.98,2655.0,2631.82,2647.5
196.0,AMZN,2020-06-24,2020-06-26,3542.0,907.0,2770.0,452,1981.0,0.343657164,AMZN,2020-06-24,136.72,139.8,136.05,139.02,90532000.0,2734.4,2796.0,2721.0,2780.4
198.0,AMZN,2020-07-01,2020-07-02,5283.0,387.0,2880.0,6,518.0,0.555034187,AMZN,2020-07-01,143.94,144.75,137.7,137.9,127268000.0,2878.7,2895.0,2754.0,2757.99
250.0,AMZN,2020-07-08,2020-07-10,2012.0,564.0,3080.0,72,723.0,0.455545251,AMZN,2020-07-08,154.06,154.2,150.62,151.13,100752000.0,3081.11,3083.97,3012.43,3022.61
307.0,AMZN,2020-07-15,2020-07-17,391.0,98.0,3095.0,371,236.0,0.305783356,AMZN,2020-07-15,150.44,154.92,148.66,154.01,115776000.0,3008.87,3098.35,2973.18,3080.23
263.0,AMZN,2020-07-22,2020-07-24,1107.0,948.0,3110.0,767,1570.0,0.473794218,AMZN,2020-07-22,155.0,157.5,153.26,156.25,82084000.0,3099.91,3150.0,3065.26,3125.0
223.0,AMZN,2020-07-29,2020-07-31,904.0,288.0,3030.0,480,627.0,0.514390828,AMZN,2020-07-29,151.68,151.96,149.84,151.55,59480000.0,3033.53,3039.16,2996.77,3030.99
221.0,AMZN,2020-08-05,2020-08-07,15739.0,3065.0,3200.0,962,3018.0,0.544421655,AMZN,2020-08-05,160.25,160.68,156.36,157.19,78600000.0,3205.03,3213.59,3127.3,3143.77
198.0,AMZN,2020-08-12,2020-08-14,2540.0,708.0,3170.0,731,1004.0,0.45879839,AMZN,2020-08-12,158.11,158.72,155.07,155.4,70544000.0,3162.24,3174.38,3101.42,3108.0
342.0,AMZN,2020-08-19,2020-08-21,4071.0,934.0,3310.0,345,728.0,0.304219956,AMZN,2020-08-19,163.02,165.8,162.8,165.15,83702000.0,3260.48,3315.9,3256.0,3303.01
222.0,AMZN,2020-08-26,2020-08-28,4635.0,941.0,3410.0,64,954.0,0.637129923,AMZN,2020-08-26,172.09,172.59,167.23,167.56,130174000.0,3441.85,3451.74,3344.57,3351.11
215.0,AMZN,2020-09-02,2020-09-04,4443.0,629.0,3520.0,98,996.0,0.551861578,AMZN,2020-09-02,176.57,177.61,174.33,177.35,78628000.0,3531.45,3552.25,3486.68,3547.0
155.0,AMZN,2020-09-09,2020-09-11,1667.0,390.0,3290.0,419,991.0,0.47506832,AMZN,2020-09-09,163.43,165.16,159.25,160.15,103772000.0,3268.61,3303.18,3185.0,3202.99
296.0,AMZN,2020-09-16,2020-09-18,1226.0,703.0,3180.0,994,255.0,0.211108744,AMZN,2020-09-16,153.9,159.36,153.71,159.0,90622000.0,3078.1,3187.24,3074.15,3179.99
130.0,AMZN,2020-09-23,2020-09-25,900.0,253.0,3125.0,172,66.0,0.165549174,AMZN,2020-09-23,149.99,156.35,149.62,156.02,113052000.0,2999.86,3127.0,2992.38,3120.43
153.0,AMZN,2020-09-30,2020-10-02,2468.0,410.0,3210.0,69,218.0,0.252357783,AMZN,2020-09-30,157.44,160.64,156.7,157.06,97922000.0,3148.73,3212.88,3133.99,3141.14
151.0,AMZN,2020-10-07,2020-10-09,11374.0,3226.0,3200.0,596,1357.0,0.45880287,AMZN,2020-10-07,159.78,160.0,156.62,156.75,86188000.0,3195.69,3200.0,3132.38,3135.0
330.0,AMZN,2020-10-14,2020-10-16,5326.0,8707.0,3420.0,682,1449.0,0.342402997,AMZN,2020-10-14,168.19,173.24,167.0,172.35,116578008.0,3363.71,3464.88,3340.0,3447.0
175.0,AMZN,2020-10-21,2020-10-23,2289.0,783.0,3230.0,891,820.0,0.338124124,AMZN,2020-10-21,159.25,161.69,158.0,160.62,91854000.0,3184.94,3233.88,3160.0,3212.5
178.0,AMZN,2020-10-28,2020-10-30,879.0,758.0,3220.0,891,326.0,0.447130527,AMZN,2020-10-28,158.14,163.2,158.12,162.46,111766000.0,3162.78,3264.02,3162.47,3249.3
176.0,AMZN,2020-11-04,2020-11-06,2188.0,625.0,3240.0,141,414.0,0.453340884,AMZN,2020-11-04,162.06,162.24,156.99,158.0,136780000.0,3241.16,3244.85,3139.73,3159.99
133.0,AMZN,2020-11-11,2020-11-13,998.0,886.0,3050.0,975,3062.0,0.825994668,AMZN,2020-11-11,156.87,156.96,152.5,153.09,87338000.0,3137.39,3139.14,3050.0,3061.78
208.0,AMZN,2020-11-18,2020-11-20,530.0,793.0,3110.0,702,1510.0,0.53499844,AMZN,2020-11-18,155.27,157.0,155.26,156.7,58336000.0,3105.46,3140.0,3105.1,3134.0
164.0,AMZN,2020-11-25,2020-11-27,2908.0,372.0,3195.0,99,452.0,0.460852399,AMZN,2020-11-25,159.25,159.9,157.01,157.09,75808000.0,3185.07,3198.0,3140.26,3141.87
170.0,AMZN,2020-12-02,2020-12-04,2747.0,1208.0,3230.0,846,2572.0,0.360033216,AMZN,2020-12-02,160.18,161.6,158.66,161.08,62586000.0,3203.53,3232.0,3173.26,3221.65
164.0,AMZN,2020-12-09,2020-12-11,1773.0,673.0,3170.0,876,917.0,0.208856915,AMZN,2020-12-09,155.21,158.72,154.4,158.39,82016000.0,3104.2,3174.43,3088.0,3167.89
